Country,Urbanname,Year,Quarter,Month,  Ridership  ,ReferencePeriod,,,,,,,,,
Denmark,Kobenhavn,2004,,February,"2,451,978",Monthly,,,,,,,,,
Denmark,Kobenhavn,2004,,March,"2,543,149",Monthly,,,,,,,,,
Denmark,Kobenhavn,2004,,April,"2,634,320",Monthly,,,,,,,,,
Denmark,Kobenhavn,2004,,May,"2,725,491",Monthly,,,,,,,,,
Denmark,Kobenhavn,2004,,June,"2,816,666",Monthly,,,,,,,,,
Denmark,Kobenhavn,2004,,July,"2,832,638",Monthly,,,,,,,,,
Denmark,Kobenhavn,2004,,August,"2,848,610",Monthly,,,,,,,,,
Denmark,Kobenhavn,2004,,September,"2,864,582",Monthly,,,,,,,,,
Denmark,Kobenhavn,2004,,October,"2,880,554",Monthly,,,,,,,,,
Denmark,Kobenhavn,2004,,November,"2,896,526",Monthly,,,,,,,,,
Denmark,Kobenhavn,2004,,December,"2,912,498",Monthly,,,,,,,,,
Denmark,Kobenhavn,2005,,January,"2,928,470",Monthly,,,,,,,,,
Denmark,Kobenhavn,2005,,February,"2,944,442",Monthly,,,,,,,,,
Denmark,Kobenhavn,2005,,March,"2,960,414",Monthly,,,,,,,,,
Denmark,Kobenhavn,2005,,April,"2,976,386",Monthly,,,,,,,,,
Denmark,Kobenhavn,2005,,May,"2,992,358",Monthly,,,,,,,,,
Denmark,Kobenhavn,2005,,June,"3,008,333",Monthly,,,,,,,,,
Denmark,Kobenhavn,2005,,July,"3,024,305",Monthly,,,,,,,,,
Denmark,Kobenhavn,2005,,August,"3,040,277",Monthly,,,,,,,,,
Denmark,Kobenhavn,2005,,September,"3,056,249",Monthly,,,,,,,,,
Denmark,Kobenhavn,2005,,October,"3,072,221",Monthly,,,,,,,,,
Denmark,Kobenhavn,2005,,November,"3,088,193",Monthly,,,,,,,,,
Denmark,Kobenhavn,2005,,December,"3,104,165",Monthly,,,,,,,,,
Denmark,Kobenhavn,2006,,January,"3,366,666",Monthly,,,,,,,,,
Denmark,Kobenhavn,2006,,February,"3,233,332",Monthly,,,,,,,,,
Denmark,Kobenhavn,2006,,March,"3,099,998",Monthly,,,,,,,,,
Denmark,Kobenhavn,2006,,April,"2,966,666",Monthly,,,,,,,,,
Denmark,Kobenhavn,2006,,May,"2,799,999",Monthly,,,,,,,,,
Denmark,Kobenhavn,2006,,June,"2,633,332",Monthly,,,,,,,,,
Denmark,Kobenhavn,2006,,July,"2,466,666",Monthly,,,,,,,,,
Denmark,Kobenhavn,2006,,August,"2,766,666",Monthly,,,,,,,,,
Denmark,Kobenhavn,2006,,September,"3,066,666",Monthly,,,,,,,,,
Denmark,Kobenhavn,2006,,October,"3,366,666",Monthly,,,,,,,,,
Denmark,Kobenhavn,2006,,November,"3,377,777",Monthly,,,,,,,,,
Denmark,Kobenhavn,2006,,December,"3,388,888",Monthly,,,,,,,,,
Denmark,Kobenhavn,2007,,January,"3,400,000",Monthly,,,,,,,,,
Denmark,Kobenhavn,2007,,February,"3,288,888",Monthly,,,,,,,,,
Denmark,Kobenhavn,2007,,March,"3,177,776",Monthly,,,,,,,,,
Denmark,Kobenhavn,2007,,April,"3,066,666",Monthly,,,,,,,,,
Denmark,Kobenhavn,2007,,May,"3,022,221",Monthly,,,,,,,,,
Denmark,Kobenhavn,2007,,June,"2,977,776",Monthly,,,,,,,,,
Denmark,Kobenhavn,2007,,July,"2,933,333",Monthly,,,,,,,,,
Denmark,Kobenhavn,2007,,August,"3,199,999",Monthly,,,,,,,,,
Denmark,Kobenhavn,2007,,September,"3,466,665",Monthly,,,,,,,,,
Denmark,Kobenhavn,2007,,October,"3,733,333",Monthly,,,,,,,,,
Denmark,Kobenhavn,2007,,November,"3,699,999",Monthly,,,,,,,,,
Denmark,Kobenhavn,2007,,December,"3,666,665",Monthly,,,,,,,,,
Denmark,Kobenhavn,2008,,January,"3,633,333",Monthly,,,,,,,,,
Denmark,Kobenhavn,2008,,February,"3,722,222",Monthly,,,,,,,,,
Denmark,Kobenhavn,2008,,March,"3,811,111",Monthly,,,,,,,,,
Denmark,Kobenhavn,2008,,April,"3,900,000",Monthly,,,,,,,,,
Denmark,Kobenhavn,2008,,May,"3,822,222",Monthly,,,,,,,,,
Denmark,Kobenhavn,2008,,June,"3,744,444",Monthly,,,,,,,,,
Denmark,Kobenhavn,2008,,July,"3,666,666",Monthly,,,,,,,,,
Denmark,Kobenhavn,2008,,August,"3,877,777",Monthly,,,,,,,,,
Denmark,Kobenhavn,2008,,September,"4,088,888",Monthly,,,,,,,,,
Denmark,Kobenhavn,2008,,October,"4,300,000",Monthly,,,,,,,,,
Denmark,Kobenhavn,2008,,November,"4,288,888",Monthly,,,,,,,,,
Denmark,Kobenhavn,2008,,December,"4,277,776",Monthly,,,,,,,,,
Denmark,Kobenhavn,2009,,January,"4,266,666",Monthly,,,,,,,,,
Denmark,Kobenhavn,2009,,February,"4,177,777",Monthly,,,,,,,,,
Denmark,Kobenhavn,2009,,March,"4,088,888",Monthly,,,,,,,,,
Denmark,Kobenhavn,2009,,April,"4,000,000",Monthly,,,,,,,,,
Denmark,Kobenhavn,2009,,May,"3,933,333",Monthly,,,,,,,,,
Denmark,Kobenhavn,2009,,June,"3,866,666",Monthly,,,,,,,,,
Denmark,Kobenhavn,2009,,July,"3,800,000",Monthly,,,,,,,,,
Denmark,Kobenhavn,2009,,August,"4,044,444",Monthly,,,,,,,,,
Denmark,Kobenhavn,2009,,September,"4,288,888",Monthly,,,,,,,,,
Denmark,Kobenhavn,2009,,October,"4,533,333",Monthly,,,,,,,,,
Denmark,Kobenhavn,2009,,November,"4,522,222",Monthly,,,,,,,,,
Denmark,Kobenhavn,2009,,December,"4,511,111",Monthly,,,,,,,,,
Denmark,Kobenhavn,2010,,January,"4,500,000",Monthly,,,,,,,,,
Denmark,Kobenhavn,2010,,February,"4,377,777",Monthly,,,,,,,,,
Denmark,Kobenhavn,2010,,March,"4,255,554",Monthly,,,,,,,,,
Denmark,Kobenhavn,2010,,April,"4,133,333",Monthly,,,,,,,,,
Denmark,Kobenhavn,2010,,May,"4,088,888",Monthly,,,,,,,,,
Denmark,Kobenhavn,2010,,June,"4,044,443",Monthly,,,,,,,,,
Denmark,Kobenhavn,2010,,July,"4,000,000",Monthly,,,,,,,,,
Denmark,Kobenhavn,2010,,August,"4,288,888",Monthly,,,,,,,,,
Denmark,Kobenhavn,2010,,September,"4,577,776",Monthly,,,,,,,,,
Denmark,Kobenhavn,2010,,October,"4,866,666",Monthly,,,,,,,,,
Denmark,Kobenhavn,2010,,November,"4,811,110",Monthly,,,,,,,,,
Denmark,Kobenhavn,2010,,December,"4,755,554",Monthly,,,,,,,,,
Denmark,Kobenhavn,2011,,January,"4,700,000",Monthly,,,,,,,,,
Denmark,Kobenhavn,2011,,February,"4,588,888",Monthly,,,,,,,,,
Denmark,Kobenhavn,2011,,March,"4,477,776",Monthly,,,,,,,,,
Denmark,Kobenhavn,2011,,April,"4,366,666",Monthly,,,,,,,,,
Denmark,Kobenhavn,2011,,May,"4,333,332",Monthly,,,,,,,,,
Denmark,Kobenhavn,2011,,June,"4,299,998",Monthly,,,,,,,,,
Denmark,Kobenhavn,2011,,July,"4,266,666",Monthly,,,,,,,,,
Denmark,Kobenhavn,2011,,August,"4,422,221",Monthly,,,,,,,,,
Denmark,Kobenhavn,2011,,September,"4,577,776",Monthly,,,,,,,,,
Denmark,Kobenhavn,2011,,October,"4,733,333",Monthly,,,,,,,,,
Denmark,Kobenhavn,2011,,November,"4,699,999",Monthly,,,,,,,,,
Denmark,Kobenhavn,2011,,December,"4,666,665",Monthly,,,,,,,,,
Denmark,Kobenhavn,2012,,January,"4,633,333",Monthly,,,,,,,,,
Denmark,Kobenhavn,2012,,February,"4,544,444",Monthly,,,,,,,,,
Denmark,Kobenhavn,2012,,March,"4,455,555",Monthly,,,,,,,,,
Denmark,Kobenhavn,2012,,April,"4,366,666",Monthly,,,,,,,,,
Denmark,Kobenhavn,2012,,May,"4,311,110",Monthly,,,,,,,,,
Denmark,Kobenhavn,2012,,June,"4,255,554",Monthly,,,,,,,,,
Denmark,Kobenhavn,2012,,July,"4,200,000",Monthly,,,,,,,,,
Denmark,Kobenhavn,2012,,August,"4,433,333",Monthly,,,,,,,,,
Denmark,Kobenhavn,2012,,September,"4,666,666",Monthly,,,,,,,,,
Denmark,Kobenhavn,2012,,October,"4,900,000",Monthly,,,,,,,,,
Denmark,Kobenhavn,2012,,November,"4,844,444",Monthly,,,,,,,,,
Denmark,Kobenhavn,2012,,December,"4,788,888",Monthly,,,,,,,,,
Denmark,Kobenhavn,2013,,January,"4,733,333",Monthly,,,,,,,,,
Denmark,Kobenhavn,2013,,February,"4,744,444",Monthly,,,,,,,,,
Denmark,Kobenhavn,2013,,March,"4,755,555",Monthly,,,,,,,,,
Denmark,Kobenhavn,2013,,April,"4,766,666",Monthly,,,,,,,,,
Denmark,Kobenhavn,2013,,May,"4,544,444",Monthly,,,,,,,,,
Denmark,Kobenhavn,2013,,June,"4,322,222",Monthly,,,,,,,,,
Denmark,Kobenhavn,2013,,July,"4,100,000",Monthly,,,,,,,,,
Denmark,Kobenhavn,2013,,August,"4,355,555",Monthly,,,,,,,,,
Denmark,Kobenhavn,2013,,September,"4,611,110",Monthly,,,,,,,,,
Denmark,Kobenhavn,2013,,October,"4,866,666",Monthly,,,,,,,,,
Denmark,Kobenhavn,2013,,November,"4,833,444",Monthly,,,,,,,,,
Denmark,Kobenhavn,2013,,December,"4,800,222",Monthly,,,,,,,,,
Denmark,Kobenhavn,2014,,January,"4,767,000",Monthly,,,,,,,,,
Denmark,Kobenhavn,2014,,February,"4,748,333",Monthly,,,,,,,,,
Denmark,Kobenhavn,2014,,March,"4,729,666",Monthly,,,,,,,,,
Denmark,Kobenhavn,2014,,April,"4,711,000",Monthly,,,,,,,,,
Denmark,Kobenhavn,2014,,May,"4,574,444",Monthly,,,,,,,,,
Denmark,Kobenhavn,2014,,June,"4,437,888",Monthly,,,,,,,,,
Denmark,Kobenhavn,2014,,July,"4,301,333",Monthly,,,,,,,,,
Denmark,Kobenhavn,2014,,August,"4,498,333",Monthly,,,,,,,,,
Denmark,Kobenhavn,2014,,September,"4,695,333",Monthly,,,,,,,,,
Denmark,Kobenhavn,2014,,October,"4,892,333",Monthly,,,,,,,,,
Denmark,Kobenhavn,2014,,November,"4,836,444",Monthly,,,,,,,,,
Denmark,Kobenhavn,2014,,December,"4,780,555",Monthly,,,,,,,,,
Denmark,Kobenhavn,2015,,January,"4,724,666",Monthly,,,,,,,,,
Denmark,Kobenhavn,2015,,February,"4,735,221",Monthly,,,,,,,,,
Denmark,Kobenhavn,2015,,March,"4,745,776",Monthly,,,,,,,,,
Denmark,Kobenhavn,2015,,April,"4,756,333",Monthly,,,,,,,,,
Denmark,Kobenhavn,2015,,May,"4,657,222",Monthly,,,,,,,,,
Denmark,Kobenhavn,2015,,June,"4,558,111",Monthly,,,,,,,,,
Denmark,Kobenhavn,2015,,July,"4,459,000",Monthly,,,,,,,,,
Denmark,Kobenhavn,2015,,August,"4,683,333",Monthly,,,,,,,,,
Denmark,Kobenhavn,2015,,September,"4,907,666",Monthly,,,,,,,,,
Denmark,Kobenhavn,2015,,October,"5,132,000",Monthly,,,,,,,,,
Denmark,Kobenhavn,2015,,November,"5,100,555",Monthly,,,,,,,,,
Denmark,Kobenhavn,2015,,December,"5,069,110",Monthly,,,,,,,,,
Denmark,Kobenhavn,2016,,January,"5,037,666",Monthly,,,,,,,,,
Denmark,Kobenhavn,2016,,February,"5,076,221",Monthly,,,,,,,,,
Denmark,Kobenhavn,2016,,March,"5,114,776",Monthly,,,,,,,,,
Denmark,Kobenhavn,2016,,April,"5,153,333",Monthly,,,,,,,,,
Denmark,Kobenhavn,2016,,May,"5,036,777",Monthly,,,,,,,,,
Denmark,Kobenhavn,2016,,June,"4,920,221",Monthly,,,,,,,,,
Denmark,Kobenhavn,2016,,July,"4,803,666",Monthly,,,,,,,,,
Denmark,Kobenhavn,2016,,August,"4,973,444",Monthly,,,,,,,,,
Denmark,Kobenhavn,2016,,September,"5,143,222",Monthly,,,,,,,,,
Denmark,Kobenhavn,2016,,October,"5,313,000",Monthly,,,,,,,,,
Denmark,Kobenhavn,2016,,November,"5,482,778",Monthly,,,,,,,,,
Denmark,Kobenhavn,2016,,December,"5,652,556",Monthly,,,,,,,,,
India,Bangalore,2015,,,"16,800,000",Yearly,,,,,,,,,
India,Bangalore,2014,,,"11,400,000",Yearly,,,,,,,,,
India,Bangalore,2013,,,"7,255,000",Yearly,,,,,,,,,
India,Bangalore,2012,,,"6,636,000",Yearly,,,,,,,,,
India,Bangalore,2011,,,"4,166,000",Yearly,,,,,,,,,
India,Bangalore,2011,,October,"662,925",Monthly,,,,,,,,,
India,Bangalore,2011,,November,"678,629",Monthly,,,,,,,,,
India,Bangalore,2011,,December,"694,333",Monthly,,,,,,,,,
India,Bangalore,2012,,January,"678,629",Monthly,,,,,,,,,
India,Bangalore,2012,,February,"662,925",Monthly,,,,,,,,,
India,Bangalore,2012,,March,"647,221",Monthly,,,,,,,,,
India,Bangalore,2012,,April,"631,517",Monthly,,,,,,,,,
India,Bangalore,2012,,May,"615,813",Monthly,,,,,,,,,
India,Bangalore,2012,,June,"600,109",Monthly,,,,,,,,,
India,Bangalore,2012,,July,"584,405",Monthly,,,,,,,,,
India,Bangalore,2012,,August,"568,701",Monthly,,,,,,,,,
India,Bangalore,2012,,September,"553,000",Monthly,,,,,,,,,
India,Bangalore,2012,,October,"557,298",Monthly,,,,,,,,,
India,Bangalore,2012,,November,"561,596",Monthly,,,,,,,,,
India,Bangalore,2012,,December,"565,894",Monthly,,,,,,,,,
India,Bangalore,2013,,January,"570,192",Monthly,,,,,,,,,
India,Bangalore,2013,,February,"574,490",Monthly,,,,,,,,,
India,Bangalore,2013,,March,"578,788",Monthly,,,,,,,,,
India,Bangalore,2013,,April,"583,086",Monthly,,,,,,,,,
India,Bangalore,2013,,May,"587,384",Monthly,,,,,,,,,
India,Bangalore,2013,,June,"591,682",Monthly,,,,,,,,,
India,Bangalore,2013,,July,"595,980",Monthly,,,,,,,,,
India,Bangalore,2013,,August,"600,278",Monthly,,,,,,,,,
India,Bangalore,2013,,September,"604,583",Monthly,,,,,,,,,
India,Bangalore,2013,,October,"633,367",Monthly,,,,,,,,,
India,Bangalore,2013,,November,"662,151",Monthly,,,,,,,,,
India,Bangalore,2013,,December,"690,935",Monthly,,,,,,,,,
India,Bangalore,2014,,January,"719,719",Monthly,,,,,,,,,
India,Bangalore,2014,,February,"748,503",Monthly,,,,,,,,,
India,Bangalore,2014,,March,"777,287",Monthly,,,,,,,,,
India,Bangalore,2014,,April,"806,071",Monthly,,,,,,,,,
India,Bangalore,2014,,May,"834,855",Monthly,,,,,,,,,
India,Bangalore,2014,,June,"863,639",Monthly,,,,,,,,,
India,Bangalore,2014,,July,"892,423",Monthly,,,,,,,,,
India,Bangalore,2014,,August,"921,207",Monthly,,,,,,,,,
India,Bangalore,2014,,September,"950,000",Monthly,,,,,,,,,
India,Bangalore,2014,,October,"987,500",Monthly,,,,,,,,,
India,Bangalore,2014,,November,"1,025,000",Monthly,,,,,,,,,
India,Bangalore,2014,,December,"1,062,500",Monthly,,,,,,,,,
India,Bangalore,2015,,January,"1,100,000",Monthly,,,,,,,,,
India,Bangalore,2015,,February,"1,137,500",Monthly,,,,,,,,,
India,Bangalore,2015,,March,"1,175,000",Monthly,,,,,,,,,
India,Bangalore,2015,,April,"1,212,500",Monthly,,,,,,,,,
India,Bangalore,2015,,May,"1,250,000",Monthly,,,,,,,,,
India,Bangalore,2015,,June,"1,287,500",Monthly,,,,,,,,,
India,Bangalore,2015,,July,"1,325,000",Monthly,,,,,,,,,
India,Bangalore,2015,,August,"1,362,500",Monthly,,,,,,,,,
India,Bangalore,2015,,September,"1,400,000",Monthly,,,,,,,,,
India,Bangalore,2015,,October,"1,437,500",Monthly,,,,,,,,,
India,Bangalore,2015,,November,"1,475,000",Monthly,,,,,,,,,
India,Bangalore,2015,,December,"1,512,500",Monthly,,,,,,,,,
India,Bangalore,2016,,January,"1,550,000",Monthly,,,,,,,,,
India,Bangalore,2016,,February,"1,587,500",Monthly,,,,,,,,,
India,Bangalore,2016,,March,"1,625,000",Monthly,,,,,,,,,
Brazil,Salvador,2014,,June,"76,293",Monthly,Companhia de Transportes do Estado da Bahia - CTB Governo da Bahia,,,,,,,,
Brazil,Salvador,2014,,July,"212,827",Monthly,Companhia de Transportes do Estado da Bahia,,,,,,,,
Brazil,Salvador,2014,,August,"279,603",Monthly,Companhia de Transportes do Estado da Bahia,,,,,,,,
Brazil,Salvador,2014,,September,"418,782",Monthly,Companhia de Transportes do Estado da Bahia,,,,,,,,
Brazil,Salvador,2014,,October,"506,494",Monthly,Companhia de Transportes do Estado da Bahia,,,,,,,,
Brazil,Salvador,2014,,November,"471,945",Monthly,Companhia de Transportes do Estado da Bahia,,,,,,,,
Brazil,Salvador,2014,,December,"557,945",Monthly,Companhia de Transportes do Estado da Bahia,,,,,,,,
Brazil,Salvador,2015,,January,"551,651",Monthly,Companhia de Transportes do Estado da Bahia,,,,,,,,
Brazil,Salvador,2015,,February,"563,675",Monthly,Companhia de Transportes do Estado da Bahia,,,,,,,,
Brazil,Salvador,2015,,March,"643,008",Monthly,Companhia de Transportes do Estado da Bahia,,,,,,,,
Brazil,Salvador,2015,,April,"675,075",Monthly,Companhia de Transportes do Estado da Bahia,,,,,,,,
Brazil,Salvador,2015,,May,"844,771",Monthly,Companhia de Transportes do Estado da Bahia,,,,,,,,
Brazil,Salvador,2015,,June,"820,549",Monthly,Companhia de Transportes do Estado da Bahia,,,,,,,,
Brazil,Salvador,2015,,July,"969,384",Monthly,Companhia de Transportes do Estado da Bahia,,,,,,,,
Brazil,Salvador,2015,,August,"992,519",Monthly,Companhia de Transportes do Estado da Bahia,,,,,,,,
Brazil,Salvador,2015,,September,"1,027,693",Monthly,Companhia de Transportes do Estado da Bahia,,,,,,,,
Brazil,Salvador,2015,,October,"1,020,283",Monthly,Companhia de Transportes do Estado da Bahia,,,,,,,,
Brazil,Salvador,2015,,November,"1,131,425",Monthly,Companhia de Transportes do Estado da Bahia,,,,,,,,
Brazil,Salvador,2015,,December,"1,283,468",Monthly,Companhia de Transportes do Estado da Bahia,,,,,,,,
Brazil,Salvador,2016,,January,"443,363",Monthly,Companhia de Transportes do Estado da Bahia,,,,,,,,
Brazil,Salvador,2016,,February,"519,930",Monthly,Companhia de Transportes do Estado da Bahia,,,,,,,,
Brazil,Salvador,2016,,March,"540,477",Monthly,Companhia de Transportes do Estado da Bahia,,,,,,,,
Brazil,Salvador,2016,,April,"502,951",Monthly,Companhia de Transportes do Estado da Bahia,,,,,,,,
Brazil,Salvador,2016,,May,"567,278",Monthly,Companhia de Transportes do Estado da Bahia,,,,,,,,
Brazil,Salvador,2016,,June,"735,825",Monthly,Companhia de Transportes do Estado da Bahia,,,,,,,,
Brazil,Salvador,2016,,July,"995,493",Monthly,Companhia de Transportes do Estado da Bahia,,,,,,,,
Brazil,Salvador,2016,,August,"1,286,662",Monthly,Companhia de Transportes do Estado da Bahia,,,,,,,,
Brazil,Salvador,2016,,September,"1,200,958",Monthly,Companhia de Transportes do Estado da Bahia,,,,,,,,
Brazil,Salvador,2016,,October,"1,228,361",Monthly,Companhia de Transportes do Estado da Bahia,,,,,,,,
Brazil,Salvador,2016,,November,"1,281,951",Monthly,Companhia de Transportes do Estado da Bahia,,,,,,,,
Brazil,Salvador,2016,,December,"1,854,868",Monthly,Companhia de Transportes do Estado da Bahia,,,,,,,,
Brazil,Salvador,2017,,January,"1,722,318",Monthly,Companhia de Transportes do Estado da Bahia,,,,,,,,
Brazil,Salvador,2017,,February,"1,764,173",Monthly,Companhia de Transportes do Estado da Bahia,,,,,,,,
Brazil,Salvador,2017,,March,"2,065,431",Monthly,Companhia de Transportes do Estado da Bahia,,,,,,,,
Brazil,Salvador,2017,,April,"1,862,969",Monthly,Companhia de Transportes do Estado da Bahia,,,,,,,,
Brazil,Salvador,2017,,May,"2,480,219",Monthly,Companhia de Transportes do Estado da Bahia,,,,,,,,
Brazil,Salvador,2017,,June,"2,815,100",Monthly,Companhia de Transportes do Estado da Bahia,,,,,,,,
Brazil,Salvador,2017,,July,"2,998,568",Monthly,Companhia de Transportes do Estado da Bahia,,,,,,,,
Brazil,Salvador,2017,,August,"3,549,421",Monthly,Companhia de Transportes do Estado da Bahia,,,,,,,,
Brazil,Salvador,2017,,September,"4,328,168",Monthly,Companhia de Transportes do Estado da Bahia,,,,,,,,
Brazil,Salvador,2017,,October,"5,684,120",Monthly,Companhia de Transportes do Estado da Bahia,,,,,,,,
Brazil,Salvador,2017,,November,"6,187,935",Monthly,Companhia de Transportes do Estado da Bahia,,,,,,,,
Brazil,Salvador,2017,,December,"6,531,123",Monthly,Companhia de Transportes do Estado da Bahia,,,,,,,,
Brazil,Salvador,2018,,January,"6,297,967",Monthly,Companhia de Transportes do Estado da Bahia,,,,,,,,
Brazil,Salvador,2018,,February,"5,985,449",Monthly,Companhia de Transportes do Estado da Bahia,,,,,,,,
Brazil,Salvador,2018,,March,"6,995,874",Monthly,Companhia de Transportes do Estado da Bahia,,,,,,,,
Brazil,Salvador,2018,,April,"7,284,647",Monthly,Companhia de Transportes do Estado da Bahia,,,,,,,,
Brazil,Salvador,2018,,May,"7,806,459",Monthly,Companhia de Transportes do Estado da Bahia,,,,,,,,
Brazil,Salvador,2018,,June,"7,575,312",Monthly,Companhia de Transportes do Estado da Bahia,,,,,,,,
Brazil,Salvador,2018,,July,"7,668,159",Monthly,Companhia de Transportes do Estado da Bahia,,,,,,,,
Brazil,Salvador,2018,,August,"8,713,459",Monthly,Companhia de Transportes do Estado da Bahia,,,,,,,,
Brazil,Salvador,2018,,September,"8,150,770",Monthly,Companhia de Transportes do Estado da Bahia,,,,,,,,
Brazil,Salvador,2018,,October,"8,577,626",Monthly,Companhia de Transportes do Estado da Bahia,,,,,,,,
Brazil,Salvador,2018,,November,"8,306,782",Monthly,Companhia de Transportes do Estado da Bahia,,,,,,,,
Brazil,Salvador,2018,,December,"8,367,660",Monthly,Companhia de Transportes do Estado da Bahia,,,,,,,,
Brazil,Salvador,2019,,January,"8,045,059",Monthly,Companhia de Transportes do Estado da Bahia,,,,,,,,
Brazil,Salvador,2019,,February,"8,239,263",Monthly,Companhia de Transportes do Estado da Bahia,,,,,,,,
Brazil,Salvador,2019,,March,"8,513,151",Monthly,Companhia de Transportes do Estado da Bahia,,,,,,,,
Brazil,Salvador,2019,,April,"8,880,748",Monthly,Companhia de Transportes do Estado da Bahia,,,,,,,,
Brazil,Salvador,2019,,May,"9,273,996",Monthly,Companhia de Transportes do Estado da Bahia,,,,,,,,
Brazil,Salvador,2019,,June,"7,801,605",Monthly,Companhia de Transportes do Estado da Bahia,,,,,,,,
Brazil,Salvador,2019,,July,"8,835,366",Monthly,Companhia de Transportes do Estado da Bahia,,,,,,,,
Brazil,Salvador,2019,,August,"9,789,332",Monthly,Companhia de Transportes do Estado da Bahia,,,,,,,,
Brazil,Salvador,2019,,September,"9,426,206",Monthly,Companhia de Transportes do Estado da Bahia,,,,,,,,
Brazil,Salvador,2019,,October,"9,942,315",Monthly,Companhia de Transportes do Estado da Bahia,,,,,,,,
Brazil,Salvador,2019,,November,"9,395,569",Monthly,Companhia de Transportes do Estado da Bahia,,,,,,,,
Brazil,Salvador,2019,,December,"9,288,598",Monthly,Companhia de Transportes do Estado da Bahia,,,,,,,,
Brazil,Salvador,2020,,January,"8,630,517",Monthly,Companhia de Transportes do Estado da Bahia,,,,,,,,
Brazil,Salvador,2020,,February,"8,391,299",Monthly,Companhia de Transportes do Estado da Bahia,,,,,,,,
Brazil,Salvador,2020,,March,"6,566,546",Monthly,Companhia de Transportes do Estado da Bahia,,,,,,,,
Panama,Panama City,2014,,April,"4,539,333",Monthly,Instituto Nacional de Estadisticas y Censo - Panama,,,,,,,,
Panama,Panama City,2014,,May,"5,058,116",Monthly,Instituto Nacional de Estadisticas y Censo - Panama,,,,,,,,
Panama,Panama City,2014,,June,"4,559,104",Monthly,Instituto Nacional de Estadisticas y Censo - Panama,,,,,,,,
Panama,Panama City,2014,,July,"4,328,415",Monthly,Instituto Nacional de Estadisticas y Censo - Panama,,,,,,,,
Panama,Panama City,2014,,August,"4,637,427",Monthly,Instituto Nacional de Estadisticas y Censo - Panama,,,,,,,,
Panama,Panama City,2014,,September,"4,802,162",Monthly,Instituto Nacional de Estadisticas y Censo - Panama,,,,,,,,
Panama,Panama City,2014,,October,"5,377,368",Monthly,Instituto Nacional de Estadisticas y Censo - Panama,,,,,,,,
Panama,Panama City,2014,,November,"4,742,045",Monthly,Instituto Nacional de Estadisticas y Censo - Panama,,,,,,,,
Panama,Panama City,2014,,December,"5,182,392",Monthly,Instituto Nacional de Estadisticas y Censo - Panama,,,,,,,,
Panama,Panama City,2015,,January,"4,849,116",Monthly,Instituto Nacional de Estadisticas y Censo - Panama,,,,,,,,
Panama,Panama City,2015,,February,"4,507,224",Monthly,Instituto Nacional de Estadisticas y Censo - Panama,,,,,,,,
Panama,Panama City,2015,,March,"5,455,157",Monthly,Instituto Nacional de Estadisticas y Censo - Panama,,,,,,,,
Panama,Panama City,2015,,April,"5,069,092",Monthly,Instituto Nacional de Estadisticas y Censo - Panama,,,,,,,,
Panama,Panama City,2015,,May,"5,513,597",Monthly,Instituto Nacional de Estadisticas y Censo - Panama,,,,,,,,
Panama,Panama City,2015,,June,"5,717,232",Monthly,Instituto Nacional de Estadisticas y Censo - Panama,,,,,,,,
Panama,Panama City,2015,,July,"5,920,768",Monthly,Instituto Nacional de Estadisticas y Censo - Panama,,,,,,,,
Panama,Panama City,2015,,August,"6,090,174",Monthly,Instituto Nacional de Estadisticas y Censo - Panama,,,,,,,,
Panama,Panama City,2015,,September,"6,232,710",Monthly,Instituto Nacional de Estadisticas y Censo - Panama,,,,,,,,
Panama,Panama City,2015,,October,"6,709,828",Monthly,Instituto Nacional de Estadisticas y Censo - Panama,,,,,,,,
Panama,Panama City,2015,,November,"4,849,116",Monthly,Instituto Nacional de Estadisticas y Censo - Panama,,,,,,,,
Panama,Panama City,2015,,December,"4,849,116",Monthly,Instituto Nacional de Estadisticas y Censo - Panama,,,,,,,,
Panama,Panama City,2016,,January,"5,879,693",Monthly,Instituto Nacional de Estadisticas y Censo - Panama,,,,,,,,
Panama,Panama City,2016,,February,"5,512,338",Monthly,Instituto Nacional de Estadisticas y Censo - Panama,,,,,,,,
Panama,Panama City,2016,,March,"6,483,200",Monthly,Instituto Nacional de Estadisticas y Censo - Panama,,,,,,,,
Panama,Panama City,2016,,April,"6,643,521",Monthly,Instituto Nacional de Estadisticas y Censo - Panama,,,,,,,,
Panama,Panama City,2016,,May,"6,615,731",Monthly,Instituto Nacional de Estadisticas y Censo - Panama,,,,,,,,
Panama,Panama City,2016,,June,"6,578,181",Monthly,Instituto Nacional de Estadisticas y Censo - Panama,,,,,,,,
Panama,Panama City,2016,,July,"6,714,084",Monthly,Instituto Nacional de Estadisticas y Censo - Panama,,,,,,,,
Panama,Panama City,2016,,August,"6,789,571",Monthly,Instituto Nacional de Estadisticas y Censo - Panama,,,,,,,,
Panama,Panama City,2016,,September,"6,807,951",Monthly,Instituto Nacional de Estadisticas y Censo - Panama,,,,,,,,
Panama,Panama City,2016,,October,"7,182,316",Monthly,Instituto Nacional de Estadisticas y Censo - Panama,,,,,,,,
Panama,Panama City,2016,,November,"6,259,049",Monthly,Instituto Nacional de Estadisticas y Censo - Panama,,,,,,,,
Panama,Panama City,2016,,December,"7,108,531",Monthly,Instituto Nacional de Estadisticas y Censo - Panama,,,,,,,,
