Country,Urbanname,Year,Quarter,Month,  Ridership  ,ReferencePeriod,,,,,,,,,
Russia,Kazan,2015,,August,"7,357,250",Monthly,,,,,,,,,
Russia,Kazan,2015,,September,"7,360,500",Monthly,,,,,,,,,
Russia,Kazan,2015,,October,"7,363,750",Monthly,,,,,,,,,
Russia,Kazan,2015,,November,"7,367,000",Monthly,,,,,,,,,
Russia,Kazan,2015,,December,"7,370,250",Monthly,,,,,,,,,
South Korea,Daejon,2006,,,"1,878,655",Yearly,,,,,,,,,
South Korea,Daejon,2007,,,"23,346,130",Yearly,,,,,,,,,
South Korea,Daejon,2008,,,"29,234,310",Yearly,,,,,,,,,
South Korea,Daejon,2009,,,"34,121,295",Yearly,,,,,,,,,
South Korea,Daejon,2010,,,"35,238,925",Yearly,,,,,,,,,
South Korea,Daejon,2011,,,"37,685,885",Yearly,,,,,,,,,
South Korea,Daejon,2012,,,"38,375,005",Yearly,,,,,,,,,
South Korea,Daejon,2013,,,"39,868,950",Yearly,,,,,,,,,
South Korea,Daejon,2014,,,"40,866,130",Yearly,,,,,,,,,
South Korea,Daejon,2015,,,"40,424,480",Yearly,,,,,,,,,
South Korea,Daejon,2006,,March,"156,554",Monthly,,,,,,,,,
South Korea,Daejon,2006,,April,"156,554",Monthly,,,,,,,,,
South Korea,Daejon,2006,,May,"156,554",Monthly,,,,,,,,,
South Korea,Daejon,2006,,June,"156,554",Monthly,,,,,,,,,
South Korea,Daejon,2006,,July,"156,554",Monthly,,,,,,,,,
South Korea,Daejon,2006,,August,"156,554",Monthly,,,,,,,,,
South Korea,Daejon,2006,,September,"156,554",Monthly,,,,,,,,,
South Korea,Daejon,2006,,October,"156,554",Monthly,,,,,,,,,
South Korea,Daejon,2006,,November,"156,554",Monthly,,,,,,,,,
South Korea,Daejon,2006,,December,"156,554",Monthly,,,,,,,,,
South Korea,Daejon,2007,,January,"454,713",Monthly,,,,,,,,,
South Korea,Daejon,2007,,February,"752,872",Monthly,,,,,,,,,
South Korea,Daejon,2007,,March,"1,051,031",Monthly,,,,,,,,,
South Korea,Daejon,2007,,April,"1,349,190",Monthly,,,,,,,,,
South Korea,Daejon,2007,,May,"1,647,349",Monthly,,,,,,,,,
South Korea,Daejon,2007,,June,"1,945,510",Monthly,,,,,,,,,
South Korea,Daejon,2007,,July,"1,986,400",Monthly,,,,,,,,,
South Korea,Daejon,2007,,August,"2,027,290",Monthly,,,,,,,,,
South Korea,Daejon,2007,,September,"2,068,180",Monthly,,,,,,,,,
South Korea,Daejon,2007,,October,"2,109,070",Monthly,,,,,,,,,
South Korea,Daejon,2007,,November,"2,149,960",Monthly,,,,,,,,,
South Korea,Daejon,2007,,December,"2,190,850",Monthly,,,,,,,,,
South Korea,Daejon,2008,,January,"2,231,740",Monthly,,,,,,,,,
South Korea,Daejon,2008,,February,"2,272,630",Monthly,,,,,,,,,
South Korea,Daejon,2008,,March,"2,313,520",Monthly,,,,,,,,,
South Korea,Daejon,2008,,April,"2,354,410",Monthly,,,,,,,,,
South Korea,Daejon,2008,,May,"2,395,300",Monthly,,,,,,,,,
South Korea,Daejon,2008,,June,"2,436,192",Monthly,,,,,,,,,
South Korea,Daejon,2008,,July,"2,470,129",Monthly,,,,,,,,,
South Korea,Daejon,2008,,August,"2,504,066",Monthly,,,,,,,,,
South Korea,Daejon,2008,,September,"2,538,003",Monthly,,,,,,,,,
South Korea,Daejon,2008,,October,"2,571,940",Monthly,,,,,,,,,
South Korea,Daejon,2008,,November,"2,605,877",Monthly,,,,,,,,,
South Korea,Daejon,2008,,December,"2,639,814",Monthly,,,,,,,,,
South Korea,Daejon,2009,,January,"2,673,751",Monthly,,,,,,,,,
South Korea,Daejon,2009,,February,"2,707,688",Monthly,,,,,,,,,
South Korea,Daejon,2009,,March,"2,741,625",Monthly,,,,,,,,,
South Korea,Daejon,2009,,April,"2,775,562",Monthly,,,,,,,,,
South Korea,Daejon,2009,,May,"2,809,499",Monthly,,,,,,,,,
South Korea,Daejon,2009,,June,"2,843,441",Monthly,,,,,,,,,
South Korea,Daejon,2009,,July,"2,851,202",Monthly,,,,,,,,,
South Korea,Daejon,2009,,August,"2,858,963",Monthly,,,,,,,,,
South Korea,Daejon,2009,,September,"2,866,724",Monthly,,,,,,,,,
South Korea,Daejon,2009,,October,"2,874,485",Monthly,,,,,,,,,
South Korea,Daejon,2009,,November,"2,882,246",Monthly,,,,,,,,,
South Korea,Daejon,2009,,December,"2,890,007",Monthly,,,,,,,,,
South Korea,Daejon,2010,,January,"2,897,768",Monthly,,,,,,,,,
South Korea,Daejon,2010,,February,"2,905,529",Monthly,,,,,,,,,
South Korea,Daejon,2010,,March,"2,913,290",Monthly,,,,,,,,,
South Korea,Daejon,2010,,April,"2,921,051",Monthly,,,,,,,,,
South Korea,Daejon,2010,,May,"2,928,812",Monthly,,,,,,,,,
South Korea,Daejon,2010,,June,"2,936,577",Monthly,,,,,,,,,
South Korea,Daejon,2010,,July,"2,953,569",Monthly,,,,,,,,,
South Korea,Daejon,2010,,August,"2,970,561",Monthly,,,,,,,,,
South Korea,Daejon,2010,,September,"2,987,553",Monthly,,,,,,,,,
South Korea,Daejon,2010,,October,"3,004,545",Monthly,,,,,,,,,
South Korea,Daejon,2010,,November,"3,021,537",Monthly,,,,,,,,,
South Korea,Daejon,2010,,December,"3,038,529",Monthly,,,,,,,,,
South Korea,Daejon,2011,,January,"3,055,521",Monthly,,,,,,,,,
South Korea,Daejon,2011,,February,"3,072,513",Monthly,,,,,,,,,
South Korea,Daejon,2011,,March,"3,089,505",Monthly,,,,,,,,,
South Korea,Daejon,2011,,April,"3,106,497",Monthly,,,,,,,,,
South Korea,Daejon,2011,,May,"3,123,489",Monthly,,,,,,,,,
South Korea,Daejon,2011,,June,"3,140,490",Monthly,,,,,,,,,
South Korea,Daejon,2011,,July,"3,145,275",Monthly,,,,,,,,,
South Korea,Daejon,2011,,August,"3,150,060",Monthly,,,,,,,,,
South Korea,Daejon,2011,,September,"3,154,845",Monthly,,,,,,,,,
South Korea,Daejon,2011,,October,"3,159,630",Monthly,,,,,,,,,
South Korea,Daejon,2011,,November,"3,164,415",Monthly,,,,,,,,,
South Korea,Daejon,2011,,December,"3,169,200",Monthly,,,,,,,,,
South Korea,Daejon,2012,,January,"3,173,985",Monthly,,,,,,,,,
South Korea,Daejon,2012,,February,"3,178,770",Monthly,,,,,,,,,
South Korea,Daejon,2012,,March,"3,183,555",Monthly,,,,,,,,,
South Korea,Daejon,2012,,April,"3,188,340",Monthly,,,,,,,,,
South Korea,Daejon,2012,,May,"3,193,125",Monthly,,,,,,,,,
South Korea,Daejon,2012,,June,"3,197,917",Monthly,,,,,,,,,
South Korea,Daejon,2012,,July,"3,208,291",Monthly,,,,,,,,,
South Korea,Daejon,2012,,August,"3,218,665",Monthly,,,,,,,,,
South Korea,Daejon,2012,,September,"3,229,039",Monthly,,,,,,,,,
South Korea,Daejon,2012,,October,"3,239,413",Monthly,,,,,,,,,
South Korea,Daejon,2012,,November,"3,249,787",Monthly,,,,,,,,,
South Korea,Daejon,2012,,December,"3,260,161",Monthly,,,,,,,,,
South Korea,Daejon,2013,,January,"3,270,535",Monthly,,,,,,,,,
South Korea,Daejon,2013,,February,"3,280,909",Monthly,,,,,,,,,
South Korea,Daejon,2013,,March,"3,291,283",Monthly,,,,,,,,,
South Korea,Daejon,2013,,April,"3,301,657",Monthly,,,,,,,,,
South Korea,Daejon,2013,,May,"3,312,031",Monthly,,,,,,,,,
South Korea,Daejon,2013,,June,"3,322,412",Monthly,,,,,,,,,
South Korea,Daejon,2013,,July,"3,329,336",Monthly,,,,,,,,,
South Korea,Daejon,2013,,August,"3,336,260",Monthly,,,,,,,,,
South Korea,Daejon,2013,,September,"3,343,184",Monthly,,,,,,,,,
South Korea,Daejon,2013,,October,"3,350,108",Monthly,,,,,,,,,
South Korea,Daejon,2013,,November,"3,357,032",Monthly,,,,,,,,,
South Korea,Daejon,2013,,December,"3,363,956",Monthly,,,,,,,,,
South Korea,Daejon,2014,,January,"3,370,880",Monthly,,,,,,,,,
South Korea,Daejon,2014,,February,"3,377,804",Monthly,,,,,,,,,
South Korea,Daejon,2014,,March,"3,384,728",Monthly,,,,,,,,,
South Korea,Daejon,2014,,April,"3,391,652",Monthly,,,,,,,,,
South Korea,Daejon,2014,,May,"3,398,576",Monthly,,,,,,,,,
South Korea,Daejon,2014,,June,"3,405,510",Monthly,,,,,,,,,
South Korea,Daejon,2014,,July,"3,402,443",Monthly,,,,,,,,,
South Korea,Daejon,2014,,August,"3,399,376",Monthly,,,,,,,,,
South Korea,Daejon,2014,,September,"3,396,309",Monthly,,,,,,,,,
South Korea,Daejon,2014,,October,"3,393,242",Monthly,,,,,,,,,
South Korea,Daejon,2014,,November,"3,390,175",Monthly,,,,,,,,,
South Korea,Daejon,2014,,December,"3,387,108",Monthly,,,,,,,,,
South Korea,Daejon,2015,,January,"3,384,041",Monthly,,,,,,,,,
South Korea,Daejon,2015,,February,"3,380,974",Monthly,,,,,,,,,
South Korea,Daejon,2015,,March,"3,377,907",Monthly,,,,,,,,,
South Korea,Daejon,2015,,April,"3,374,840",Monthly,,,,,,,,,
South Korea,Daejon,2015,,May,"3,371,773",Monthly,,,,,,,,,
South Korea,Daejon,2015,,June,"3,368,706",Monthly,,,,,,,,,
South Korea,Daejon,2015,,July,"3,365,639",Monthly,,,,,,,,,
South Korea,Daejon,2015,,August,"3,362,572",Monthly,,,,,,,,,
South Korea,Daejon,2015,,September,"3,359,505",Monthly,,,,,,,,,
South Korea,Daejon,2015,,October,"3,356,438",Monthly,,,,,,,,,
South Korea,Daejon,2015,,November,"3,353,371",Monthly,,,,,,,,,
South Korea,Daejon,2015,,December,"3,350,304",Monthly,,,,,,,,,
South Korea,Gwangju,2004,,,"12,040,255",Yearly,,,,,,,,,
South Korea,Gwangju,2005,,,"12,900,195",Yearly,,,,,,,,,
South Korea,Gwangju,2006,,,"13,922,195",Yearly,,,,,,,,,
South Korea,Gwangju,2007,,,"15,746,830",Yearly,,,,,,,,,
South Korea,Gwangju,2008,,,"17,203,545",Yearly,,,,,,,,,
South Korea,Gwangju,2009,,,"17,441,890",Yearly,,,,,,,,,
South Korea,Gwangju,2010,,,"17,709,070",Yearly,,,,,,,,,
South Korea,Gwangju,2011,,,"17,986,835",Yearly,,,,,,,,,
South Korea,Gwangju,2012,,,"18,067,500",Yearly,,,,,,,,,
South Korea,Gwangju,2013,,,"18,052,900",Yearly,,,,,,,,,
South Korea,Gwangju,2014,,,"18,298,910",Yearly,,,,,,,,,
South Korea,Gwangju,2015,,,"18,316,430",Yearly,,,,,,,,,
South Korea,Gwangju,2004,,April,"1,003,354",Monthly,,,,,,,,,
South Korea,Gwangju,2004,,May,"1,003,354",Monthly,,,,,,,,,
South Korea,Gwangju,2004,,June,"1,003,354",Monthly,,,,,,,,,
South Korea,Gwangju,2004,,July,"1,003,354",Monthly,,,,,,,,,
South Korea,Gwangju,2004,,August,"1,003,354",Monthly,,,,,,,,,
South Korea,Gwangju,2004,,September,"1,003,354",Monthly,,,,,,,,,
South Korea,Gwangju,2004,,October,"1,003,354",Monthly,,,,,,,,,
South Korea,Gwangju,2004,,November,"1,003,354",Monthly,,,,,,,,,
South Korea,Gwangju,2004,,December,"1,003,354",Monthly,,,,,,,,,
South Korea,Gwangju,2005,,January,"1,015,297",Monthly,,,,,,,,,
South Korea,Gwangju,2005,,February,"1,027,240",Monthly,,,,,,,,,
South Korea,Gwangju,2005,,March,"1,039,183",Monthly,,,,,,,,,
South Korea,Gwangju,2005,,April,"1,051,126",Monthly,,,,,,,,,
South Korea,Gwangju,2005,,May,"1,063,069",Monthly,,,,,,,,,
South Korea,Gwangju,2005,,June,"1,075,016",Monthly,,,,,,,,,
South Korea,Gwangju,2005,,July,"1,082,113",Monthly,,,,,,,,,
South Korea,Gwangju,2005,,August,"1,089,210",Monthly,,,,,,,,,
South Korea,Gwangju,2005,,September,"1,096,307",Monthly,,,,,,,,,
South Korea,Gwangju,2005,,October,"1,103,404",Monthly,,,,,,,,,
South Korea,Gwangju,2005,,November,"1,110,501",Monthly,,,,,,,,,
South Korea,Gwangju,2005,,December,"1,117,598",Monthly,,,,,,,,,
South Korea,Gwangju,2006,,January,"1,124,695",Monthly,,,,,,,,,
South Korea,Gwangju,2006,,February,"1,131,792",Monthly,,,,,,,,,
South Korea,Gwangju,2006,,March,"1,138,889",Monthly,,,,,,,,,
South Korea,Gwangju,2006,,April,"1,145,986",Monthly,,,,,,,,,
South Korea,Gwangju,2006,,May,"1,153,083",Monthly,,,,,,,,,
South Korea,Gwangju,2006,,June,"1,160,182",Monthly,,,,,,,,,
South Korea,Gwangju,2006,,July,"1,172,853",Monthly,,,,,,,,,
South Korea,Gwangju,2006,,August,"1,185,524",Monthly,,,,,,,,,
South Korea,Gwangju,2006,,September,"1,198,195",Monthly,,,,,,,,,
South Korea,Gwangju,2006,,October,"1,210,866",Monthly,,,,,,,,,
South Korea,Gwangju,2006,,November,"1,223,537",Monthly,,,,,,,,,
South Korea,Gwangju,2006,,December,"1,236,208",Monthly,,,,,,,,,
South Korea,Gwangju,2007,,January,"1,248,879",Monthly,,,,,,,,,
South Korea,Gwangju,2007,,February,"1,261,550",Monthly,,,,,,,,,
South Korea,Gwangju,2007,,March,"1,274,221",Monthly,,,,,,,,,
South Korea,Gwangju,2007,,April,"1,286,892",Monthly,,,,,,,,,
South Korea,Gwangju,2007,,May,"1,299,563",Monthly,,,,,,,,,
South Korea,Gwangju,2007,,June,"1,312,235",Monthly,,,,,,,,,
South Korea,Gwangju,2007,,July,"1,322,351",Monthly,,,,,,,,,
South Korea,Gwangju,2007,,August,"1,332,467",Monthly,,,,,,,,,
South Korea,Gwangju,2007,,September,"1,342,583",Monthly,,,,,,,,,
South Korea,Gwangju,2007,,October,"1,352,699",Monthly,,,,,,,,,
South Korea,Gwangju,2007,,November,"1,362,815",Monthly,,,,,,,,,
South Korea,Gwangju,2007,,December,"1,372,931",Monthly,,,,,,,,,
South Korea,Gwangju,2008,,January,"1,383,047",Monthly,,,,,,,,,
South Korea,Gwangju,2008,,February,"1,393,163",Monthly,,,,,,,,,
South Korea,Gwangju,2008,,March,"1,403,279",Monthly,,,,,,,,,
South Korea,Gwangju,2008,,April,"1,413,395",Monthly,,,,,,,,,
South Korea,Gwangju,2008,,May,"1,423,511",Monthly,,,,,,,,,
South Korea,Gwangju,2008,,June,"1,433,628",Monthly,,,,,,,,,
South Korea,Gwangju,2008,,July,"1,435,283",Monthly,,,,,,,,,
South Korea,Gwangju,2008,,August,"1,436,938",Monthly,,,,,,,,,
South Korea,Gwangju,2008,,September,"1,438,593",Monthly,,,,,,,,,
South Korea,Gwangju,2008,,October,"1,440,248",Monthly,,,,,,,,,
South Korea,Gwangju,2008,,November,"1,441,903",Monthly,,,,,,,,,
South Korea,Gwangju,2008,,December,"1,443,558",Monthly,,,,,,,,,
South Korea,Gwangju,2009,,January,"1,445,213",Monthly,,,,,,,,,
South Korea,Gwangju,2009,,February,"1,446,868",Monthly,,,,,,,,,
South Korea,Gwangju,2009,,March,"1,448,523",Monthly,,,,,,,,,
South Korea,Gwangju,2009,,April,"1,450,178",Monthly,,,,,,,,,
South Korea,Gwangju,2009,,May,"1,451,833",Monthly,,,,,,,,,
South Korea,Gwangju,2009,,June,"1,453,490",Monthly,,,,,,,,,
South Korea,Gwangju,2009,,July,"1,455,345",Monthly,,,,,,,,,
South Korea,Gwangju,2009,,August,"1,457,200",Monthly,,,,,,,,,
South Korea,Gwangju,2009,,September,"1,459,055",Monthly,,,,,,,,,
South Korea,Gwangju,2009,,October,"1,460,910",Monthly,,,,,,,,,
South Korea,Gwangju,2009,,November,"1,462,765",Monthly,,,,,,,,,
South Korea,Gwangju,2009,,December,"1,464,620",Monthly,,,,,,,,,
South Korea,Gwangju,2010,,January,"1,466,475",Monthly,,,,,,,,,
South Korea,Gwangju,2010,,February,"1,468,330",Monthly,,,,,,,,,
South Korea,Gwangju,2010,,March,"1,470,185",Monthly,,,,,,,,,
South Korea,Gwangju,2010,,April,"1,472,040",Monthly,,,,,,,,,
South Korea,Gwangju,2010,,May,"1,473,895",Monthly,,,,,,,,,
South Korea,Gwangju,2010,,June,"1,475,755",Monthly,,,,,,,,,
South Korea,Gwangju,2010,,July,"1,477,683",Monthly,,,,,,,,,
South Korea,Gwangju,2010,,August,"1,479,611",Monthly,,,,,,,,,
South Korea,Gwangju,2010,,September,"1,481,539",Monthly,,,,,,,,,
South Korea,Gwangju,2010,,October,"1,483,467",Monthly,,,,,,,,,
South Korea,Gwangju,2010,,November,"1,485,395",Monthly,,,,,,,,,
South Korea,Gwangju,2010,,December,"1,487,323",Monthly,,,,,,,,,
South Korea,Gwangju,2011,,January,"1,489,251",Monthly,,,,,,,,,
South Korea,Gwangju,2011,,February,"1,491,179",Monthly,,,,,,,,,
South Korea,Gwangju,2011,,March,"1,493,107",Monthly,,,,,,,,,
South Korea,Gwangju,2011,,April,"1,495,035",Monthly,,,,,,,,,
South Korea,Gwangju,2011,,May,"1,496,963",Monthly,,,,,,,,,
South Korea,Gwangju,2011,,June,"1,498,902",Monthly,,,,,,,,,
South Korea,Gwangju,2011,,July,"1,499,462",Monthly,,,,,,,,,
South Korea,Gwangju,2011,,August,"1,500,022",Monthly,,,,,,,,,
South Korea,Gwangju,2011,,September,"1,500,582",Monthly,,,,,,,,,
South Korea,Gwangju,2011,,October,"1,501,142",Monthly,,,,,,,,,
South Korea,Gwangju,2011,,November,"1,501,702",Monthly,,,,,,,,,
South Korea,Gwangju,2011,,December,"1,502,262",Monthly,,,,,,,,,
South Korea,Gwangju,2012,,January,"1,502,822",Monthly,,,,,,,,,
South Korea,Gwangju,2012,,February,"1,503,382",Monthly,,,,,,,,,
South Korea,Gwangju,2012,,March,"1,503,942",Monthly,,,,,,,,,
South Korea,Gwangju,2012,,April,"1,504,502",Monthly,,,,,,,,,
South Korea,Gwangju,2012,,May,"1,505,062",Monthly,,,,,,,,,
South Korea,Gwangju,2012,,June,"1,505,625",Monthly,,,,,,,,,
South Korea,Gwangju,2012,,July,"1,505,523",Monthly,,,,,,,,,
South Korea,Gwangju,2012,,August,"1,505,421",Monthly,,,,,,,,,
South Korea,Gwangju,2012,,September,"1,505,319",Monthly,,,,,,,,,
South Korea,Gwangju,2012,,October,"1,505,217",Monthly,,,,,,,,,
South Korea,Gwangju,2012,,November,"1,505,115",Monthly,,,,,,,,,
South Korea,Gwangju,2012,,December,"1,505,013",Monthly,,,,,,,,,
South Korea,Gwangju,2013,,January,"1,504,911",Monthly,,,,,,,,,
South Korea,Gwangju,2013,,February,"1,504,809",Monthly,,,,,,,,,
South Korea,Gwangju,2013,,March,"1,504,707",Monthly,,,,,,,,,
South Korea,Gwangju,2013,,April,"1,504,605",Monthly,,,,,,,,,
South Korea,Gwangju,2013,,May,"1,504,503",Monthly,,,,,,,,,
South Korea,Gwangju,2013,,June,"1,504,408",Monthly,,,,,,,,,
South Korea,Gwangju,2013,,July,"1,506,116",Monthly,,,,,,,,,
South Korea,Gwangju,2013,,August,"1,507,824",Monthly,,,,,,,,,
South Korea,Gwangju,2013,,September,"1,509,532",Monthly,,,,,,,,,
South Korea,Gwangju,2013,,October,"1,511,240",Monthly,,,,,,,,,
South Korea,Gwangju,2013,,November,"1,512,948",Monthly,,,,,,,,,
South Korea,Gwangju,2013,,December,"1,514,656",Monthly,,,,,,,,,
South Korea,Gwangju,2014,,January,"1,516,364",Monthly,,,,,,,,,
South Korea,Gwangju,2014,,February,"1,518,072",Monthly,,,,,,,,,
South Korea,Gwangju,2014,,March,"1,519,780",Monthly,,,,,,,,,
South Korea,Gwangju,2014,,April,"1,521,488",Monthly,,,,,,,,,
South Korea,Gwangju,2014,,May,"1,523,196",Monthly,,,,,,,,,
South Korea,Gwangju,2014,,June,"1,524,909",Monthly,,,,,,,,,
South Korea,Gwangju,2014,,July,"1,525,030",Monthly,,,,,,,,,
South Korea,Gwangju,2014,,August,"1,525,151",Monthly,,,,,,,,,
South Korea,Gwangju,2014,,September,"1,525,272",Monthly,,,,,,,,,
South Korea,Gwangju,2014,,October,"1,525,393",Monthly,,,,,,,,,
South Korea,Gwangju,2014,,November,"1,525,514",Monthly,,,,,,,,,
South Korea,Gwangju,2014,,December,"1,525,635",Monthly,,,,,,,,,
South Korea,Gwangju,2015,,January,"1,525,756",Monthly,,,,,,,,,
South Korea,Gwangju,2015,,February,"1,525,877",Monthly,,,,,,,,,
South Korea,Gwangju,2015,,March,"1,525,998",Monthly,,,,,,,,,
South Korea,Gwangju,2015,,April,"1,526,119",Monthly,,,,,,,,,
South Korea,Gwangju,2015,,May,"1,526,240",Monthly,,,,,,,,,
South Korea,Gwangju,2015,,June,"1,526,369",Monthly,,,,,,,,,
South Korea,Gwangju,2015,,July,"1,526,490",Monthly,,,,,,,,,
South Korea,Gwangju,2015,,August,"1,526,611",Monthly,,,,,,,,,
South Korea,Gwangju,2015,,September,"1,526,732",Monthly,,,,,,,,,
South Korea,Gwangju,2015,,October,"1,526,853",Monthly,,,,,,,,,
South Korea,Gwangju,2015,,November,"1,526,974",Monthly,,,,,,,,,
South Korea,Gwangju,2015,,December,"1,527,095",Monthly,,,,,,,,,
Spain,Palma,2008,,,"507,719",Yearly,,,,,,,,,
Spain,Palma,2009,,,"1,565,512",Yearly,,,,,,,,,
Spain,Palma,2010,,,"1,581,092",Yearly,,,,,,,,,
Spain,Palma,2011,,,"1,068,000",Yearly,,,,,,,,,
Spain,Palma,2008,,July,"84,619",Monthly,,,,,,,,,
Spain,Palma,2008,,August,"84,619",Monthly,,,,,,,,,
Spain,Palma,2008,,September,"84,619",Monthly,,,,,,,,,
Spain,Palma,2008,,October,"84,619",Monthly,,,,,,,,,
Spain,Palma,2008,,November,"84,619",Monthly,,,,,,,,,
Spain,Palma,2008,,December,"86,250",Monthly,,,,,,,,,
Spain,Palma,2009,,January,"92,259",Monthly,,,,,,,,,
Spain,Palma,2009,,February,"99,899",Monthly,,,,,,,,,
Spain,Palma,2009,,March,"107,539",Monthly,,,,,,,,,
Spain,Palma,2009,,April,"115,179",Monthly,,,,,,,,,
Spain,Palma,2009,,May,"122,819",Monthly,,,,,,,,,
Spain,Palma,2009,,June,"130,459",Monthly,,,,,,,,,
Spain,Palma,2009,,July,"130,567",Monthly,,,,,,,,,
Spain,Palma,2009,,August,"130,675",Monthly,,,,,,,,,
Spain,Palma,2009,,September,"130,783",Monthly,,,,,,,,,
Spain,Palma,2009,,October,"130,891",Monthly,,,,,,,,,
Spain,Palma,2009,,November,"130,999",Monthly,,,,,,,,,
Spain,Palma,2009,,December,"131,107",Monthly,,,,,,,,,
Spain,Palma,2010,,January,"131,215",Monthly,,,,,,,,,
Spain,Palma,2010,,February,"131,323",Monthly,,,,,,,,,
Spain,Palma,2010,,March,"131,431",Monthly,,,,,,,,,
Spain,Palma,2010,,April,"131,539",Monthly,,,,,,,,,
Spain,Palma,2010,,May,"131,647",Monthly,,,,,,,,,
Spain,Palma,2010,,June,"131,757",Monthly,,,,,,,,,
Spain,Palma,2010,,July,"131,865",Monthly,,,,,,,,,
Spain,Palma,2010,,August,"131,973",Monthly,,,,,,,,,
Spain,Palma,2010,,September,"132,081",Monthly,,,,,,,,,
Spain,Palma,2010,,October,"132,189",Monthly,,,,,,,,,
Spain,Palma,2010,,November,"132,297",Monthly,,,,,,,,,
Spain,Palma,2010,,December,"132,405",Monthly,,,,,,,,,
Spain,Palma,2011,,January,"125,728",Monthly,,,,,,,,,
Spain,Palma,2011,,February,"119,051",Monthly,,,,,,,,,
Spain,Palma,2011,,March,"112,374",Monthly,,,,,,,,,
Spain,Palma,2011,,April,"105,697",Monthly,,,,,,,,,
Spain,Palma,2011,,May,"99,020",Monthly,,,,,,,,,
Spain,Palma,2011,,June,"92,343",Monthly,,,,,,,,,
Spain,Palma,2011,,July,"85,666",Monthly,,,,,,,,,
Spain,Palma,2011,,August,"78,989",Monthly,,,,,,,,,
Spain,Palma,2011,,September,"72,312",Monthly,,,,,,,,,
Spain,Palma,2011,,October,"65,635",Monthly,,,,,,,,,
Spain,Palma,2011,,November,"58,958",Monthly,,,,,,,,,
Spain,Palma,2011,,December,"52,281",Monthly,,,,,,,,,
Spain,Palma,2012,,January,65000,Monthly,,,,,,,,,
Spain,Palma,2012,,February,108000,Monthly,,,,,,,,,
Spain,Palma,2012,,March,84000,Monthly,,,,,,,,,
Spain,Palma,2012,,April,97000,Monthly,,,,,,,,,
Spain,Palma,2012,,May,117000,Monthly,,,,,,,,,
Spain,Palma,2012,,June,159000,Monthly,,,,,,,,,
Spain,Palma,2012,,July,121000,Monthly,,,,,,,,,
Spain,Palma,2012,,August,33000,Monthly,,,,,,,,,
Spain,Palma,2012,,September,63000,Monthly,,,,,,,,,
Spain,Palma,2012,,October,79000,Monthly,,,,,,,,,
Spain,Palma,2012,,November,119000,Monthly,,,,,,,,,
Spain,Palma,2012,,December,95000,Monthly,,,,,,,,,
Spain,Palma,2013,,January,111000,Monthly,,,,,,,,,
Spain,Palma,2013,,February,103000,Monthly,,,,,,,,,
Spain,Palma,2013,,March,76000,Monthly,,,,,,,,,
Spain,Palma,2013,,April,80000,Monthly,,,,,,,,,
