Region,Country,City,mean_PM10,Year,Number and location,Temporal coverage,Reference,,,,,,,,,,,,,,,,,,
,,,ug/m3,, of stations,(%),,,,,,,,,,,,,,,,,,,
AmrLMI,Mexico,Zona Metropolitana de Juarez,70,2009,NA,NA,Compendio de Estadisticas Ambientales 2010 - Promedio annual de concentrationes horarias de contaminatnes atmosfericos. http://aplicaciones.semarnat.gob.mx/estadisticas/compendio2010/10.100.13.5_8080/ibi_apps/WFServletd9fc.html (accessed 4 May 2011.,,,,,,,,,,,,,,,,,,
AmrLMI,Mexico,Zona Metropolitana de Monterrey,76,2009,NA,NA,Compendio de Estadisticas Ambientales 2010 - Promedio annual de concentrationes horarias de contaminatnes atmosfericos. http://aplicaciones.semarnat.gob.mx/estadisticas/compendio2010/10.100.13.5_8080/ibi_apps/WFServletd9fc.html (accessed 4 May 2011.,,,,,,,,,,,,,,,,,,
AmrLMI,Mexico,Zona Metropolitana del Valle de Mexico,52,2009,NA,NA,Compendio de Estadisticas Ambientales 2010 - Promedio annual de concentrationes horarias de contaminatnes atmosfericos. http://aplicaciones.semarnat.gob.mx/estadisticas/compendio2010/10.100.13.5_8080/ibi_apps/WFServletd9fc.html (accessed 4 May 2011.,,,,,,,,,,,,,,,,,,
AmrLMI,Mexico,Zona Metropolitana del Valle de Toluca,66,2009,NA,NA,Compendio de Estadisticas Ambientales 2010 - Promedio annual de concentrationes horarias de contaminatnes atmosfericos. http://aplicaciones.semarnat.gob.mx/estadisticas/compendio2010/10.100.13.5_8080/ibi_apps/WFServletd9fc.html (accessed 4 May 2011.,,,,,,,,,,,,,,,,,,
AmrLMI,Mexico,Zona Metropolitana Puebla Tlaxcala,30,2009,NA,NA,Compendio de Estadisticas Ambientales 2010 - Promedio annual de concentrationes horarias de contaminatnes atmosfericos. http://aplicaciones.semarnat.gob.mx/estadisticas/compendio2010/10.100.13.5_8080/ibi_apps/WFServletd9fc.html (accessed 4 May 2011.,,,,,,,,,,,,,,,,,,
EurHI,Monaco,Monaco,18,2008,1 urban traffic and 1 urban background stations,NA,"L'environnement en Principauté de Monaco, Recueil de données 2009. Direction de l'Environnment, 2009.",,,,,,,,,,,,,,,,,,
WprLMI,Mongolia,Ulaanbaatar,279,2008,"1 station at national University of Mongolia, Ulaanbaatar",2 days per week,The World Bank. Air pollution in Ulaanbaatar. Discussion Paper. 2009.,,,,,,,,,,,,,,,,,,
Sear,Myanmar,Mandalay,87,2007,1 commeracial and one residential station,Limited to 2 point measurements,"National Commission for Environmental Affairs (NCEA), with Yangon City Development Committee (YCDC) and Department of Medical Research (DMR)",,,,,,,,,,,,,,,,,,
Sear,Myanmar,Yangon,96,2007,1 commercial and 1 residential station,Limited to 2 point measurements,"National Commission for Environmental Affairs (NCEA), with Yangon City Development Committee (YCDC) and Department of Medical Research (DMR)",,,,,,,,,,,,,,,,,,
Sear,Nepal,Kathmandu Valley,106,2005,"1 urban roadside, 1 urban background, 1 urban residential and 1 suburban station",NA,"Ministry of Environment, Science and Technology, Singh Durbar, Kathmandu, Ambient Air Quality of Kathmandu Valley, 2007",,,,,,,,,,,,,,,,,,
EurHI,Netherlands,Amsterdam,24,2008,"1 urban background, 0 suburban background, 2 urban traffic, and 0 traffic suburban stations",97,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,Netherlands,Breda,27,2008,"0 urban background, 1 suburban background, 0 urban traffic, and 1 traffic suburban stations",96,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,Netherlands,Dordrecht,25,2008,"1 urban background, 0 suburban background, 0 urban traffic, and 0 traffic suburban stations",98,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,Netherlands,Heerlen,22,2008,"1 urban background, 0 suburban background, 1 urban traffic, and 0 traffic suburban stations",98,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,Netherlands,Rotterdam,28,2008,"1 urban background, 0 suburban background, 1 urban traffic, and 0 traffic suburban stations",99,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,Netherlands,s' Gravenhage,26,2008,"1 urban background, 1 suburban background, 0 urban traffic, and 0 traffic suburban stations",94,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,Netherlands,Zaanstad,22,2008,"1 urban background, 0 suburban background, 0 urban traffic, and 0 traffic suburban stations",91,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
WprHI,New Zealand,Auckland,15,2010,NA,NA,Ministry of Environment. New Zealand annual guideline for PM10. 2010.,,,,,,,,,,,,,,,,,,
WprHI,New Zealand,Christchurch,17,2010,NA,NA,Ministry of Environment. New Zealand annual guideline for PM10. 2010.,,,,,,,,,,,,,,,,,,
WprHI,New Zealand,Dunedin,25,2010,NA,NA,Ministry of Environment. New Zealand annual guideline for PM10. 2010.,,,,,,,,,,,,,,,,,,
WprHI,New Zealand,Hamilton,13,2010,NA,NA,Ministry of Environment. New Zealand annual guideline for PM10. 2010.,,,,,,,,,,,,,,,,,,
WprHI,New Zealand,Wellington,11,2010,NA,NA,Ministry of Environment. New Zealand annual guideline for PM10. 2010.,,,,,,,,,,,,,,,,,,
Afr,Nigeria,Lagos,122,2006,NA,NA,Efe S. Spatial distribution of particulate air pollution in Nigerian ities: implications for human health. 2008;7(2). Available at: Journal of Environmental Health Research.,,,,,,,,,,,,,,,,,,
EurHI,Norway,Bergen,20,2008,"1 urban background, 0 suburban background, 1 urban traffic, and 0 traffic suburban stations",98,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,Norway,Oslo,22,2008,"1 urban background, 0 suburban background, 1 urban traffic, and 1 traffic suburban stations",97,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,Norway,Trondheim,25,2008,"0 urban background, 0 suburban background, 2 urban traffic, and 0 traffic suburban stations",90,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EmrLMI,Pakistan,Islamabad,189,2003-2004,3 monitoring stations in the city,8 days over a 1-year period.,"Ghauri B, Lodhi A, Mansha M. Development of baseline (air quality) data in Pakistan. Environ Monit Assess. 2007;127(1-3):237-252.",,,,,,,,,,,,,,,,,,
EmrLMI,Pakistan,Karachi,193,2003-2004,10 monitoring stations in the city,8 days over a 1-year period.,"Ghauri B, Lodhi A, Mansha M. Development of baseline (air quality) data in Pakistan. Environ Monit Assess. 2007;127(1-3):237-252.",,,,,,,,,,,,,,,,,,
EmrLMI,Pakistan,Lahore,200,2003-2004,7 monitoring stations in the city,8 days over a 1-year period.,"Ghauri B, Lodhi A, Mansha M. Development of baseline (air quality) data in Pakistan. Environ Monit Assess. 2007;127(1-3):237-252.",,,,,,,,,,,,,,,,,,
EmrLMI,Pakistan,Peshawar,219,2003-2004,5 monitoring stations in the city,8 days over a 1-year period.,"Ghauri B, Lodhi A, Mansha M. Development of baseline (air quality) data in Pakistan. Environ Monit Assess. 2007;127(1-3):237-252.",,,,,,,,,,,,,,,,,,
EmrLMI,Pakistan,Quetta,251,2003-2004,3 monitoring stations in the city,8 days over a 1-year period.,"Ghauri B, Lodhi A, Mansha M. Development of baseline (air quality) data in Pakistan. Environ Monit Assess. 2007;127(1-3):237-252.",,,,,,,,,,,,,,,,,,
EmrLMI,Pakistan,Rawalpindi,185,2003-2004,5 monitoring stations in the city,8 days over a 1-year period.,"Ghauri B, Lodhi A, Mansha M. Development of baseline (air quality) data in Pakistan. Environ Monit Assess. 2007;127(1-3):237-252.",,,,,,,,,,,,,,,,,,
AmrLMI,Panama,Panama,29,2009,3 stations,NA,"Informe sobre la calidad del aire en la cuidad de Panama 2009. Universidad de Panama, Panama, 2009.",,,,,,,,,,,,,,,,,,
AmrLMI,Panama,San Miguelito,56,2009,1 station,NA,"Informe sobre la calidad del aire en la cuidad de Panama 2009. Universidad de Panama, Panama, 2009.",,,,,,,,,,,,,,,,,,
AmrLMI,Peru,Callao,37,2010,1 station,NA,Programa Nacional de Vigilancia Sanitaria de Calidad del Aire. http://www.digesa.sld.pe/DEPA/pral2/index.asp (accessed 3 May 2011).,,,,,,,,,,,,,,,,,,
AmrLMI,Peru,Lima,78,2010,3 stations,NA,Programa Nacional de Vigilancia Sanitaria de Calidad del Aire. http://www.digesa.sld.pe/DEPA/pral2/index.asp (accessed 3 May 2011).,,,,,,,,,,,,,,,,,,
WprLMI,Philippines,Metro Manila,47,2007,3 stations in Metro Manila,NA,"Environmental Management Bureau. National Air Quality Status Report (2005-2007), 2009.",,,,,,,,,,,,,,,,,,
EurLMI,Poland,Bialystok,24,2008,"1 urban background, 0 suburban background, 0 urban traffic, and 0 traffic suburban stations",95,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurLMI,Poland,Bielsko-Biala,36,2008,"1 urban background, 0 suburban background, 0 urban traffic, and 0 traffic suburban stations",100,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurLMI,Poland,Bydgoszcz,26,2008,"2 urban background, 0 suburban background, 1 urban traffic, and 0 traffic suburban stations",91,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurLMI,Poland,Bytom,35,2008,"1 urban background, 0 suburban background, 0 urban traffic, and 0 traffic suburban stations",80,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurLMI,Poland,Czestochowa,35,2008,"1 urban background, 0 suburban background, 0 urban traffic, and 0 traffic suburban stations",87,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurLMI,Poland,Dabrowa Górnicza,40,2008,"1 urban background, 0 suburban background, 0 urban traffic, and 0 traffic suburban stations",99,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurLMI,Poland,Elbl?g,19,2008,"2 urban background, 0 suburban background, 0 urban traffic, and 0 traffic suburban stations",93,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurLMI,Poland,Gdansk,18,2008,"6 urban background, 0 suburban background, 0 urban traffic, and 0 traffic suburban stations",96,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurLMI,Poland,Gdynia,28,2008,"2 urban background, 0 suburban background, 0 urban traffic, and 0 traffic suburban stations",97,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurLMI,Poland,Gliwice,40,2008,"1 urban background, 0 suburban background, 0 urban traffic, and 0 traffic suburban stations",90,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurLMI,Poland,Gorzów Wielkopolski,31,2008,"2 urban background, 0 suburban background, 0 urban traffic, and 0 traffic suburban stations",90,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurLMI,Poland,Jelenia Gora,35,2008,"1 urban background, 0 suburban background, 0 urban traffic, and 0 traffic suburban stations",95,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurLMI,Poland,Kalisz,29,2008,"1 urban background, 0 suburban background, 0 urban traffic, and 0 traffic suburban stations",84,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurLMI,Poland,Katowice,42,2008,"1 urban background, 0 suburban background, 0 urban traffic, and 0 traffic suburban stations",98,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurLMI,Poland,Kielce,30,2008,"1 urban background, 0 suburban background, 1 urban traffic, and 0 traffic suburban stations",92,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurLMI,Poland,Koszalin,19,2008,"1 urban background, 0 suburban background, 1 urban traffic, and 0 traffic suburban stations",95,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurLMI,Poland,Kraków,64,2008,"2 urban background, 0 suburban background, 1 urban traffic, and 0 traffic suburban stations",98,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurLMI,Poland,Legnica,34,2008,"1 urban background, 0 suburban background, 0 urban traffic, and 0 traffic suburban stations",99,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurLMI,Poland,Lódz,29,2008,"3 urban background, 0 suburban background, 1 urban traffic, and 0 traffic suburban stations",94,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurLMI,Poland,Lublin,27,2008,"4 urban background, 0 suburban background, 0 urban traffic, and 0 traffic suburban stations",97,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurLMI,Poland,Nowy Sacz,51,2008,"2 urban background, 0 suburban background, 0 urban traffic, and 0 traffic suburban stations",94,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurLMI,Poland,Olsztyn,20,2008,"2 urban background, 0 suburban background, 0 urban traffic, and 0 traffic suburban stations",87,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurLMI,Poland,Opole,31,2008,"1 urban background, 0 suburban background, 0 urban traffic, and 0 traffic suburban stations",90,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurLMI,Poland,Plock,30,2008,"2 urban background, 0 suburban background, 0 urban traffic, and 0 traffic suburban stations",88,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurLMI,Poland,Poznan,29,2008,"4 urban background, 0 suburban background, 0 urban traffic, and 0 traffic suburban stations",92,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurLMI,Poland,Radom,30,2008,"2 urban background, 0 suburban background, 0 urban traffic, and 0 traffic suburban stations",94,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurLMI,Poland,Rybnik,54,2008,"1 urban background, 0 suburban background, 0 urban traffic, and 0 traffic suburban stations",97,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurLMI,Poland,Rzeszów,30,2008,"2 urban background, 0 suburban background, 1 urban traffic, and 0 traffic suburban stations",85,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurLMI,Poland,Suwalki,21,2008,"1 urban background, 0 suburban background, 0 urban traffic, and 0 traffic suburban stations",96,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurLMI,Poland,Szczecin,23,2008,"1 urban background, 0 suburban background, 1 urban traffic, and 0 traffic suburban stations",97,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurLMI,Poland,Torun,24,2008,"2 urban background, 0 suburban background, 0 urban traffic, and 0 traffic suburban stations",87,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurLMI,Poland,Walbrzych,20,2008,"1 urban background, 0 suburban background, 0 urban traffic, and 0 traffic suburban stations",84,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurLMI,Poland,Warszawa,32,2008,"5 urban background, 0 suburban background, 1 urban traffic, and 0 traffic suburban stations",97,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurLMI,Poland,Wloclawek,28,2008,"1 urban background, 0 suburban background, 1 urban traffic, and 0 traffic suburban stations",89,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurLMI,Poland,Wroclaw,35,2008,"1 urban background, 0 suburban background, 0 urban traffic, and 0 traffic suburban stations",91,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurLMI,Poland,Zabrze,45,2008,"1 urban background, 0 suburban background, 0 urban traffic, and 0 traffic suburban stations",94,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurLMI,Poland,Zielona Gora,20,2008,"1 urban background, 0 suburban background, 0 urban traffic, and 0 traffic suburban stations",99,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,Portugal,Braga,28,2008,"0 urban background, 1 suburban background, 1 urban traffic, and 0 traffic suburban stations",91,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,Portugal,Funchal,27,2008,"2 urban background, 0 suburban background, 1 urban traffic, and 0 traffic suburban stations",97,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,Portugal,Lisboa,30,2008,"2 urban background, 0 suburban background, 2 urban traffic, and 0 traffic suburban stations",95,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,Portugal,Maia,26,2008,"0 urban background, 1 suburban background, 1 urban traffic, and 0 traffic suburban stations",87,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,Portugal,Matosinhos,23,2008,"0 urban background, 1 suburban background, 0 urban traffic, and 0 traffic suburban stations",90,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
WprHI,Republic of Korea,Anyang,68,2007,NA,NA,Minsitry of Environment. 2008 Environmental Statistics Yearbook. 2008.,,,,,,,,,,,,,,,,,,
WprHI,Republic of Korea,Bucheon,64,2007,NA,NA,Minsitry of Environment. 2008 Environmental Statistics Yearbook. 2008.,,,,,,,,,,,,,,,,,,
WprHI,Republic of Korea,Busan,68,2007,"19 monitoring stations, from urban background, roadside, commercial locations.",NA,Minsitry of Environment. 2008 Environmental Statistics Yearbook. 2008.,,,,,,,,,,,,,,,,,,
WprHI,Republic of Korea,Daegu,64,2007,"13 monitoring stations, from urban background, roadside, commercial locations.",NA,Minsitry of Environment. 2008 Environmental Statistics Yearbook. 2008.,,,,,,,,,,,,,,,,,,
WprHI,Republic of Korea,Daejeon,49,2007,"9 monitoring stations, from urban background, roadside, commercial locations.",NA,Minsitry of Environment. 2008 Environmental Statistics Yearbook. 2008.,,,,,,,,,,,,,,,,,,
WprHI,Republic of Korea,Gwangju,52,2007,"9 monitoring stations, from urban background, roadside, commercial locations.",NA,Minsitry of Environment. 2008 Environmental Statistics Yearbook. 2008.,,,,,,,,,,,,,,,,,,
WprHI,Republic of Korea,Incheon,54,2007,"20 monitoring stations, from urban background, roadside, commercial locations.",NA,Minsitry of Environment. 2008 Environmental Statistics Yearbook. 2008.,,,,,,,,,,,,,,,,,,
WprHI,Republic of Korea,Seongnam,64,2007,NA,NA,Minsitry of Environment. 2008 Environmental Statistics Yearbook. 2008.,,,,,,,,,,,,,,,,,,
WprHI,Republic of Korea,Seoul,64,2007,"40 monitoring stations, from urban background, roadside, commercial locations.",NA,Minsitry of Environment. 2008 Environmental Statistics Yearbook. 2008.,,,,,,,,,,,,,,,,,,
WprHI,Republic of Korea,Suwon,62,2007,NA,NA,Minsitry of Environment. 2008 Environmental Statistics Yearbook. 2008.,,,,,,,,,,,,,,,,,,
WprHI,Republic of Korea,Ulsan,53,2007,"14 monitoring stations, from urban background, roadside, commercial locations.",NA,Minsitry of Environment. 2008 Environmental Statistics Yearbook. 2008.,,,,,,,,,,,,,,,,,,
EurLMI,Romania,Bacau,27,2008,"1 urban background, 0 suburban background, 0 urban traffic, and 0 traffic suburban stations",84,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurLMI,Romania,Boto?ani,29,2008,"1 urban background, 0 suburban background, 0 urban traffic, and 0 traffic suburban stations",86,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurLMI,Romania,Bucuresti,48,2008,"1 urban background, 1 suburban background, 1 urban traffic, and 0 traffic suburban stations",82,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurLMI,Romania,Buz?u,22,2008,"1 urban background, 0 suburban background, 0 urban traffic, and 0 traffic suburban stations",79,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurLMI,Romania,Craiova,49,2008,"1 urban background, 0 suburban background, 0 urban traffic, and 0 traffic suburban stations",79,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurLMI,Romania,Gala?i,18,2008,"1 urban background, 1 suburban background, 0 urban traffic, and 0 traffic suburban stations",82,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurLMI,Romania,Iasi,54,2008,"1 urban background, 0 suburban background, 1 urban traffic, and 0 traffic suburban stations",82,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurLMI,Romania,Oradea,26,2008,"1 urban background, 0 suburban background, 1 urban traffic, and 0 traffic suburban stations",78,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurLMI,Romania,Timisoara,51,2008,"1 urban background, 0 suburban background, 0 urban traffic, and 0 traffic suburban stations",91,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurLMI,Russian Federation,Moscow,33,2009,2 urban background and 4 suburban background stations,97,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,San Marino,San Marino,20,2009,1 station in centre of only city (urban traffic location),97,"Istituto Sicurezza Sociale. Monitoraggio qualità dell'aria, Anno 2009. Dipartimento di sanita pubblica, 2010.",,,,,,,,,,,,,,,,,,
EmrHI,Saudi Arabia,Al-Hafouf,151,2003,NA,NA,The Eighth Development Plan (1425/1426 - 1429/1430)A.H (2005 -2009)A.D,,,,,,,,,,,,,,,,,,
EmrHI,Saudi Arabia,Dammam,121,2003,NA,NA,The Eighth Development Plan (1425/1426 - 1429/1430)A.H (2005 -2009)A.D,,,,,,,,,,,,,,,,,,
EmrHI,Saudi Arabia,Jeddah,129,2003,NA,NA,The Eighth Development Plan (1425/1426 - 1429/1430)A.H (2005 -2009)A.D,,,,,,,,,,,,,,,,,,
EmrHI,Saudi Arabia,Makkah,142,2003,NA,NA,The Eighth Development Plan (1425/1426 - 1429/1430)A.H (2005 -2009)A.D,,,,,,,,,,,,,,,,,,
EmrHI,Saudi Arabia,Riyadh,157,2003,NA,NA,The Eighth Development Plan (1425/1426 - 1429/1430)A.H (2005 -2009)A.D,,,,,,,,,,,,,,,,,,
EmrHI,Saudi Arabia,Yanbu,108,2003,NA,NA,The Eighth Development Plan (1425/1426 - 1429/1430)A.H (2005 -2009)A.D,,,,,,,,,,,,,,,,,,
