Region,Country,City,mean_PM10,Year,Number and location,Temporal coverage,Reference,,,,,,,,,,,,,,,,,,
,,,ug/m3,, of stations,(%),,,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Palm Bay-Melbourne-Titusville, FL",11,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Parkersburg-Marietta-Vienna, WV-OH",20,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Pascagoula, MS",16,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Peabody, MA",17,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Pendleton-Hermiston, OR",13,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Pensacola-Ferry Pass-Brent, FL",14,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Peoria, IL",18,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Philadelphia, PA",19,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",19,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Phoenix-Mesa-Scottsdale, AZ",24,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Pittsburgh, PA",25,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Pittsfield, MA",15,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Platteville, WI",19,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Pocatello, ID",8,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Pop-weighted mean cities >100,000",19,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Port St. Lucie, FL",12,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Portland-South Portland-Biddeford, ME",14,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Portland-Vancouver-Beaverton, OR-WA",15,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Portsmouth, OH",18,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Poughkeepsie-Newburgh-Middletown, NY",13,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Prineville, OR",14,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Providence-New Bedford-Fall River, RI-MA",15,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Provo-Orem, UT",18,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Raleigh-Cary, NC",15,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Rapid City, SD",11,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Reading, PA",18,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Redding, CA",10,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Reno-Sparks, NV",13,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Richmond, VA",16,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Richmond-Berea, KY",16,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Riverside-San Bernardino-Ontario, CA",28,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Riverton, WY",14,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Roanoke, VA",16,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Rochester, NY",13,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Rock Springs, WY",10,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Rockford, IL",16,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Rockingham County-Strafford County, NH",17,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Rocky Mount, NC",14,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Russellville, AR",18,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Rutland, VT",16,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Sacramento--Arden-Arcade--Roseville, CA",18,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Salinas, CA",10,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Salisbury, NC",17,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Salt Lake City, UT",19,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"San Antonio, TX",16,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"San Diego-Carlsbad-San Marcos, CA",25,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"San Francisco-Oakland-Fremont, CA",15,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"San Francisco-San Mateo-Redwood City, CA",15,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"San Jose-Sunnyvale-Santa Clara, CA",17,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"San Luis Obispo-Paso Robles, CA",13,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Santa Ana-Anaheim-Irvine, CA",25,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Santa Barbara-Santa Maria-Goleta, CA",12,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Santa Cruz-Watsonville, CA",10,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Santa Fe, NM",6,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Savannah, GA",17,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Seaford, DE",16,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Searcy, AR",17,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Seattle-Bellevue-Everett, WA",16,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Seattle-Tacoma-Bellevue, WA",16,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Seneca, SC",13,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Sheridan, WY",14,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Shreveport-Bossier City, LA",17,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Sierra Vista-Douglas, AZ",13,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Silver City, NM",8,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Sioux City, IA-NE-SD",15,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Sioux Falls, SD",15,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"South Bend-Mishawaka, IN-MI",19,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Spartanburg, SC",17,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Springfield, IL",18,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Springfield, MA",16,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Springfield, MO",16,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Springfield, OH",21,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"St. Cloud, MN",15,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"St. Louis, MO-IL",20,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"State College, PA",16,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Stockton, CA",19,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Syracuse, NY",13,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Tacoma, WA",16,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Tallahassee, FL",16,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Tampa-St. Petersburg-Clearwater, FL",13,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Terre Haute, IN",20,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Texarkana, TX-Texarkana, AR",17,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Thomasville-Lexington, NC",18,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Toledo, OH",19,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Topeka, KS",15,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Torrington, CT",12,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Trenton-Ewing, NJ",16,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Truckee-Grass Valley, CA",10,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Tucson, AZ",9,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Tulsa, OK",18,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Tupelo, MS",17,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Tuscaloosa, AL",17,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Vallejo-Fairfield, CA",16,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Vincennes, IN",19,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Virginia Beach-Norfolk-Newport News, VA-NC",16,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Visalia-Porterville, CA",27,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Warner Robins, GA",17,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Warren-Troy-Farmington Hills, MI",20,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Washington-Arlington-Alexandria, DC-VA-MD-WV",18,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Waterloo-Cedar Falls, IA",18,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
